"reference";"total_length";"total_volume";"mean_circ";"num_orders";"length_ord01";"volume_ord01";"circ_ord01";"inv_circ_ord01"
07_04_cl_dw_cluster_1_QSM;5.09537029266357;0.00282113814353943;7.84330408148179;3;3.87139201164246;0.00197529923915863;8.51612216545499;NA
07_04_cl_dw_cluster_10_QSM;2.75083255767822;0.00278231573104858;10.4969100756627;3;1.37734931707382;0.0010176490098238;11.1449714332938;NA
07_04_cl_dw_cluster_11_QSM;1.21693801879883;0.000353504210710526;5.77799100396463;1;NA;NA;5.77799100396463;NA
07_04_cl_dw_cluster_12_QSM;9.33831214904785;0.00284615087509155;5.82539301512383;4;5.88001382350922;0.00180765348672867;6.25595493922535;NA
07_04_cl_dw_cluster_13_QSM;5.61358118057251;0.00801232242584229;13.0400547458417;3;4.09301555156708;0.00505439639091492;13.3732843469722;NA
07_04_cl_dw_cluster_14_QSM;7.90453147888184;0.0034608039855957;7.14438639614851;3;6.95373892784119;0.0029973840713501;7.79954059548422;NA
07_04_cl_dw_cluster_15_QSM;2.42607927322388;0.000546283364295959;5.22150419772905;2;1.70116710662842;0.000363292247056961;5.45549669752249;NA
07_04_cl_dw_cluster_16_QSM;3.72887253761292;0.00100193619728088;5.64476728234313;4;3.02734684944153;0.00070317354798317;5.81044695754659;NA
07_04_cl_dw_cluster_17_QSM;2.67882680892944;0.000790256023406982;5.94919558692332;4;2.04986393451691;0.000572285711765289;5.90356166160629;NA
07_04_cl_dw_cluster_18_QSM;3.4692976474762;0.00125364542007446;6.25440580998314;2;2.61474770307541;0.000811276733875275;6.69619818770602;NA
07_04_cl_dw_cluster_19_QSM;2.16121315956116;0.000508041858673096;5.19913553015347;3;1.69006633758545;0.000375338032841682;5.38382558735622;NA
07_04_cl_dw_cluster_2_QSM;10.7811107635498;0.00325786399841309;5.32825925472842;3;7.79348516464233;0.00178857856988907;5.93002886943255;NA
07_04_cl_dw_cluster_20_QSM;13.9060220718384;0.0151617965698242;6.29710670267445;4;9.91543793678284;0.00376126444339752;7.69045529189011;33.3192325792058
07_04_cl_dw_cluster_21_QSM;11.9286460876465;0.0151368074417114;11.5020170852612;4;9.70748090744019;0.0103884558677673;12.7936756187993;26.0027462410392
07_04_cl_dw_cluster_22_QSM;6.08541822433472;0.00240626788139343;6.5164840753079;3;4.16893887519836;0.00163958567380905;7.33982086342162;NA
07_04_cl_dw_cluster_23_QSM;2.95225310325623;0.0305668563842773;30.8931977414716;2;1.78386455774307;0.0139626471400261;37.0319254528053;38.0859968235393
07_04_cl_dw_cluster_24_QSM;11.2456045150757;0.00282298421859741;5.43460113056033;4;6.6738874912262;0.00159932553768158;5.88008604678402;NA
07_04_cl_dw_cluster_25_QSM;37.1612205505371;0.207388412475586;16.5457934008578;4;22.4318237304688;0.128068525314331;29.6909275626482;38.3267920083911
07_04_cl_dw_cluster_26_QSM;10.1263246536255;0.00849254703521729;9.96144557246079;3;9.54012107849121;0.00804282522201538;9.28381442274731;NA
07_04_cl_dw_cluster_27_QSM;6.26193809509277;0.00225554370880127;6.31813537936397;3;4.52183508872986;0.00157396519184113;7.34513003575711;NA
07_04_cl_dw_cluster_28_QSM;4.8298716545105;0.00341671276092529;8.59378410503118;2;3.5512877702713;0.002087765365839;9.02885065362729;22.7820443144478
07_04_cl_dw_cluster_29_QSM;13.2715730667114;0.00571870422363281;6.83450314584246;5;5.87026679515839;0.00271284210681915;8.03759444190023;NA
07_04_cl_dw_cluster_3_QSM;7.39173030853271;0.00241833972930908;6.00046776877089;4;4.01218163967133;0.00132441484928131;7.05515628820399;NA
07_04_cl_dw_cluster_30_QSM;6.64598608016968;0.00277089762687683;6.43327119899655;3;5.29264426231384;0.00211908578872681;6.98692934232388;NA
07_04_cl_dw_cluster_31_QSM;8.25800514221191;0.00547117328643799;9.00124980552523;3;6.84460496902466;0.00439615285396576;9.0963190527146;NA
07_04_cl_dw_cluster_32_QSM;5.13345193862915;0.00431571102142334;9.81473815895943;3;3.91878497600555;0.00290578931570053;10.8375374515327;NA
07_04_cl_dw_cluster_33_QSM;3.4799976348877;0.00101180672645569;5.81005452835097;4;2.58569383621216;0.000689347416162491;6.14193247598313;NA
07_04_cl_dw_cluster_34_QSM;1.85602462291718;0.000653460919857025;6.25138973676603;3;1.09261471033096;0.000461308624595404;6.60916623182129;NA
07_04_cl_dw_cluster_35_QSM;2.72803211212158;0.00279396414756775;10.1972938977266;1;NA;NA;10.1972938977266;NA
07_04_cl_dw_cluster_36_QSM;6.41208410263062;0.00163851356506348;5.53819461425965;5;4.24299836158752;0.00108848929405212;5.95961804485677;NA
07_04_cl_dw_cluster_37_QSM;1.87022840976715;0.00092428320646286;7.36466510267005;3;1.21541726589203;0.000496822081506252;7.54204922645794;NA
07_04_cl_dw_cluster_38_QSM;1.37924540042877;0.000728944301605225;7.63507312269014;1;NA;NA;7.63507312269014;NA
07_04_cl_dw_cluster_39_QSM;2.25575757026672;0.000864200115203857;6.7531821341636;3;1.50858622789383;0.000594066172838211;6.43577762984102;NA
07_04_cl_dw_cluster_4_QSM;6.56214380264282;0.0023169264793396;6.2961412568888;3;5.94227516651154;0.00204093173146248;6.94965079929423;NA
07_04_cl_dw_cluster_40_QSM;1.78031432628632;0.000504360496997833;6.03381890763383;2;1.06606855988503;0.000324113726615906;5.92598222678459;NA
07_04_cl_dw_cluster_41_QSM;5.90147590637207;0.00157540893554687;5.60117671369052;4;4.98463296890259;0.00124471306800842;5.78317647702133;NA
07_04_cl_dw_cluster_42_QSM;3.67261385917664;0.000782337784767151;4.98527240701193;3;3.0179962515831;0.000573508717119694;5.00203561053985;NA
07_04_cl_dw_cluster_43_QSM;3.58231210708618;0.00227557349205017;7.60078860576029;3;2.81436306238174;0.00150520467758179;8.81062069414216;NA
07_04_cl_dw_cluster_44_QSM;10.9447011947632;0.0031511173248291;5.78550747197277;4;4.68776023387909;0.00132020235061646;6.97662856250908;NA
07_04_cl_dw_cluster_45_QSM;7.42850160598755;0.00526174354553223;8.85480314044331;4;5.46987092494965;0.0038073468208313;10.1792524522617;NA
07_04_cl_dw_cluster_46_QSM;21.6893157958984;0.00642700624465942;5.6022213406864;7;8.09461951255798;0.0027224149107933;6.44887230252333;NA
07_04_cl_dw_cluster_47_QSM;9.46364593505859;0.00237736511230469;5.29808095284603;5;4.23497700691223;0.00103592845797539;5.33931570180062;NA
07_04_cl_dw_cluster_48_QSM;2.22235298156738;0.00107453274726868;7.56170715918305;1;NA;NA;7.56170715918305;NA
07_04_cl_dw_cluster_49_QSM;2.06228685379028;0.00149286353588104;9.35871540187967;1;NA;NA;9.35871540187967;NA
07_04_cl_dw_cluster_5_QSM;1.87211680412292;0.000565778374671936;5.86211795445708;2;1.29275488853455;0.000318891473114491;5.67457782555007;NA
07_04_cl_dw_cluster_50_QSM;2.12663555145264;0.00183506810665131;9.56287003020693;1;NA;NA;9.56287003020693;22.4127265491662
07_04_cl_dw_cluster_51_QSM;15.8461475372314;0.0202483158111572;11.5060797672939;5;9.54505825042725;0.0131531281471252;15.1650522303596;23.728188727827
07_04_cl_dw_cluster_52_QSM;4.74777889251709;0.00132746744155884;5.65921780029633;3;3.49001204967499;0.000896990835666656;6.75381361754158;NA
07_04_cl_dw_cluster_53_QSM;7.39422178268433;0.00188637948036194;5.4723408995096;3;6.49368596076965;0.00165405577421188;5.23425046978524;NA
07_04_cl_dw_cluster_54_QSM;18.536937713623;0.00914202880859375;7.3100066814548;4;13.1041519641876;0.00669474172592163;8.41513104281999;NA
07_04_cl_dw_cluster_55_QSM;19.918363571167;0.0173346633911133;9.51910478422607;4;12.6949329376221;0.0125797076225281;10.7034591106951;NA
07_04_cl_dw_cluster_56_QSM;7.70887279510498;0.00452497863769531;7.82964759520171;4;4.72146737575531;0.0027848447561264;9.95696726589332;NA
07_04_cl_dw_cluster_57_QSM;35.4711303710938;0.0239281272888184;8.19462211857726;6;15.5043697357178;0.0108440260887146;10.269360831337;20.3525376391716
07_04_cl_dw_cluster_58_QSM;3.57769441604614;0.00124837756156921;6.40599096979594;3;2.97526788711548;0.00101014631986618;6.32751590577619;NA
07_04_cl_dw_cluster_59_QSM;2.65010452270508;0.00109335207939148;6.93860200500535;3;1.88106444478035;0.000561089307069778;7.51298072321011;NA
